task_id,environment_model,distribution,distribution_params,L,batch_id,num_environments,walks_per_environment,base_seed
361,temporal_iid,pareto,"{""alpha"":2.0}",16,16,100,1,13076204947636838295
362,temporal_iid,pareto,"{""alpha"":2.0}",16,17,100,1,3497903367303361764
363,temporal_iid,pareto,"{""alpha"":2.0}",16,18,100,1,6508326777675414969
364,temporal_iid,pareto,"{""alpha"":2.0}",16,19,100,1,15015336220470267657
365,temporal_iid,pareto,"{""alpha"":2.0}",32,0,100,1,7733292310653996263
366,temporal_iid,pareto,"{""alpha"":2.0}",32,1,100,1,8000672958039883817
367,temporal_iid,pareto,"{""alpha"":2.0}",32,2,100,1,9010452789585804297
368,temporal_iid,pareto,"{""alpha"":2.0}",32,3,100,1,5902709923010898764
369,temporal_iid,pareto,"{""alpha"":2.0}",32,4,100,1,17836077513678164509
370,temporal_iid,pareto,"{""alpha"":2.0}",32,5,100,1,15877711665056973528
371,temporal_iid,pareto,"{""alpha"":2.0}",32,6,100,1,14136958354711187975
372,temporal_iid,pareto,"{""alpha"":2.0}",32,7,100,1,988296198970259950
373,temporal_iid,pareto,"{""alpha"":2.0}",32,8,100,1,6833265432922842108
374,temporal_iid,pareto,"{""alpha"":2.0}",32,9,100,1,11609360489696297951
375,temporal_iid,pareto,"{""alpha"":2.0}",32,10,100,1,10314600298672108582
376,temporal_iid,pareto,"{""alpha"":2.0}",32,11,100,1,17510859505577508205
377,temporal_iid,pareto,"{""alpha"":2.0}",32,12,100,1,11979280011226807882
378,temporal_iid,pareto,"{""alpha"":2.0}",32,13,100,1,2059571292255197764
379,temporal_iid,pareto,"{""alpha"":2.0}",32,14,100,1,12581756674643830969
380,temporal_iid,pareto,"{""alpha"":2.0}",32,15,100,1,187674233008632716
381,temporal_iid,pareto,"{""alpha"":2.0}",32,16,100,1,12721206022160767284
382,temporal_iid,pareto,"{""alpha"":2.0}",32,17,100,1,17515474715593590217
383,temporal_iid,pareto,"{""alpha"":2.0}",32,18,100,1,1529320122197068137
384,temporal_iid,pareto,"{""alpha"":2.0}",32,19,100,1,1862079619247951726
385,temporal_iid,pareto,"{""alpha"":2.0}",64,0,100,1,7902900807487186220
386,temporal_iid,pareto,"{""alpha"":2.0}",64,1,100,1,2797474914549242080
387,temporal_iid,pareto,"{""alpha"":2.0}",64,2,100,1,11409697985524047795
388,temporal_iid,pareto,"{""alpha"":2.0}",64,3,100,1,11274526666539353774
389,temporal_iid,pareto,"{""alpha"":2.0}",64,4,100,1,4803615070201119764
390,temporal_iid,pareto,"{""alpha"":2.0}",64,5,100,1,7432232169946519484
391,temporal_iid,pareto,"{""alpha"":2.0}",64,6,100,1,12514797562025735023
392,temporal_iid,pareto,"{""alpha"":2.0}",64,7,100,1,3518531848906772482
393,temporal_iid,pareto,"{""alpha"":2.0}",64,8,100,1,10412729195409613496
394,temporal_iid,pareto,"{""alpha"":2.0}",64,9,100,1,18243926286984917731
395,temporal_iid,pareto,"{""alpha"":2.0}",64,10,100,1,6028641028635698857
396,temporal_iid,pareto,"{""alpha"":2.0}",64,11,100,1,11256248140866648127
397,temporal_iid,pareto,"{""alpha"":2.0}",64,12,100,1,18445794373928852505
398,temporal_iid,pareto,"{""alpha"":2.0}",64,13,100,1,2214620891499013690
399,temporal_iid,pareto,"{""alpha"":2.0}",64,14,100,1,15604017130372662537
400,temporal_iid,pareto,"{""alpha"":2.0}",64,15,100,1,11012893662823393347
401,temporal_iid,pareto,"{""alpha"":2.0}",64,16,100,1,13917890939789407720
402,temporal_iid,pareto,"{""alpha"":2.0}",64,17,100,1,15634242646081331298
403,temporal_iid,pareto,"{""alpha"":2.0}",64,18,100,1,16720074084994822558
404,temporal_iid,pareto,"{""alpha"":2.0}",64,19,100,1,2251897726019965411
405,temporal_iid,pareto,"{""alpha"":2.0}",128,0,100,1,283531911402916271
406,temporal_iid,pareto,"{""alpha"":2.0}",128,1,100,1,8655817321319679555
407,temporal_iid,pareto,"{""alpha"":2.0}",128,2,100,1,17546277171909282756
408,temporal_iid,pareto,"{""alpha"":2.0}",128,3,100,1,12012389153905354701
409,temporal_iid,pareto,"{""alpha"":2.0}",128,4,100,1,8976740440445342770
410,temporal_iid,pareto,"{""alpha"":2.0}",128,5,100,1,15256117022662051434
411,temporal_iid,pareto,"{""alpha"":2.0}",128,6,100,1,17083425804228086293
412,temporal_iid,pareto,"{""alpha"":2.0}",128,7,100,1,508087886461211627
413,temporal_iid,pareto,"{""alpha"":2.0}",128,8,100,1,16846102524101424256
414,temporal_iid,pareto,"{""alpha"":2.0}",128,9,100,1,1502835391917077566
415,temporal_iid,pareto,"{""alpha"":2.0}",128,10,100,1,143455458430870390
416,temporal_iid,pareto,"{""alpha"":2.0}",128,11,100,1,5154999559687620903
417,temporal_iid,pareto,"{""alpha"":2.0}",128,12,100,1,10176485071887137393
418,temporal_iid,pareto,"{""alpha"":2.0}",128,13,100,1,2148726099155962326
419,temporal_iid,pareto,"{""alpha"":2.0}",128,14,100,1,9910847570018692690
420,temporal_iid,pareto,"{""alpha"":2.0}",128,15,100,1,2310272966450177575
421,temporal_iid,pareto,"{""alpha"":2.0}",128,16,100,1,17430724823264428492
422,temporal_iid,pareto,"{""alpha"":2.0}",128,17,100,1,16938531230900956089
423,temporal_iid,pareto,"{""alpha"":2.0}",128,18,100,1,2807156769593360961
424,temporal_iid,pareto,"{""alpha"":2.0}",128,19,100,1,10405549993225139081
425,temporal_iid,pareto,"{""alpha"":2.0}",256,0,100,1,7208752792056230865
426,temporal_iid,pareto,"{""alpha"":2.0}",256,1,100,1,15727437328631174734
427,temporal_iid,pareto,"{""alpha"":2.0}",256,2,100,1,9961809598324777560
428,temporal_iid,pareto,"{""alpha"":2.0}",256,3,100,1,8962481947611304839
429,temporal_iid,pareto,"{""alpha"":2.0}",256,4,100,1,12849236322332038285
430,temporal_iid,pareto,"{""alpha"":2.0}",256,5,100,1,4103518366278659581
431,temporal_iid,pareto,"{""alpha"":2.0}",256,6,100,1,1168695288663525212
432,temporal_iid,pareto,"{""alpha"":2.0}",256,7,100,1,1954276417585572193
433,temporal_iid,pareto,"{""alpha"":2.0}",256,8,100,1,8531438178559897905
434,temporal_iid,pareto,"{""alpha"":2.0}",256,9,100,1,13576163298208719626
435,temporal_iid,pareto,"{""alpha"":2.0}",256,10,100,1,10140324724855276451
436,temporal_iid,pareto,"{""alpha"":2.0}",256,11,100,1,7344986815272410138
437,temporal_iid,pareto,"{""alpha"":2.0}",256,12,100,1,14687848773885380318
438,temporal_iid,pareto,"{""alpha"":2.0}",256,13,100,1,5850284745978576894
439,temporal_iid,pareto,"{""alpha"":2.0}",256,14,100,1,972164055843345102
440,temporal_iid,pareto,"{""alpha"":2.0}",256,15,100,1,14371118438760326445
441,temporal_iid,pareto,"{""alpha"":2.0}",256,16,100,1,16698903731807793917
442,temporal_iid,pareto,"{""alpha"":2.0}",256,17,100,1,12030038897329007212
443,temporal_iid,pareto,"{""alpha"":2.0}",256,18,100,1,1077992017446420491
444,temporal_iid,pareto,"{""alpha"":2.0}",256,19,100,1,5970363544764855115
445,temporal_iid,pareto,"{""alpha"":2.0}",512,0,100,1,18241978078473405625
446,temporal_iid,pareto,"{""alpha"":2.0}",512,1,100,1,10652733243490361280
447,temporal_iid,pareto,"{""alpha"":2.0}",512,2,100,1,17449087577563351501
448,temporal_iid,pareto,"{""alpha"":2.0}",512,3,100,1,4795967726159740708
449,temporal_iid,pareto,"{""alpha"":2.0}",512,4,100,1,4355635311896062303
450,temporal_iid,pareto,"{""alpha"":2.0}",512,5,100,1,548682126371276086
451,temporal_iid,pareto,"{""alpha"":2.0}",512,6,100,1,4429850505744779858
452,temporal_iid,pareto,"{""alpha"":2.0}",512,7,100,1,6040024972444422844
453,temporal_iid,pareto,"{""alpha"":2.0}",512,8,100,1,8887810266283238341
454,temporal_iid,pareto,"{""alpha"":2.0}",512,9,100,1,4619277024443497547
455,temporal_iid,pareto,"{""alpha"":2.0}",1024,0,100,1,5766816656009266644
456,temporal_iid,pareto,"{""alpha"":2.0}",1024,1,100,1,2454492795522059677
457,temporal_iid,pareto,"{""alpha"":2.0}",1024,2,100,1,8932554936608129692
458,temporal_iid,pareto,"{""alpha"":2.0}",1024,3,100,1,1997852851596585634
459,temporal_iid,pareto,"{""alpha"":2.0}",1024,4,100,1,643613905724574882
